id,editable,main_img_name,main_img,main_img_content_type,status,lat,long,address,detail_address,extra_address,bd_nm,si_nm,sgg_nm,emd_nm,room,start_year,end_year,floor,loan_1,pet,is_recommend,hourly_seasonal_txt,short_comment,long_comment,user_id,original_id,created_at,updated_at,third_party_imp,imp_status,deposit,monthly,contract_type,management_fee,management_type,parking,area_pyeong,area_square,structure,usage,floor_detail,start_date,end_date,elevator,balcony,is_rental_house,instt_nm,compet_de,hshld_co,suply_ty_nm,style_nm,suply_prvuse_ar,suply_cmnuse_ar,house_ty_nm,heat_mthd_detail_nm,buld_stle_nm,elvtr_instl_at_nm,parkng_co,bass_rent_gtn,bass_mt_rntchrg,bass_cnvrs_gtn_lmt,contract_date
29,t,NULL,NULL,NULL,임시저장,36.673993,126.853308,"충청남도 예산군 예산읍 대학로6번길 20",대성빌라,,대성빌라,충청남도,예산군,대회리,원룸,2017,2019,지상층,f,,f,"가을에 베란다로 방충망 있어도 거미가 많이 들어와요. 날 좋은 가을날 창문열어두고 외출했다가는 거미가 집안에서 집만들고 있을테니 조심하세요! 가을에 바람이 선선하고 햇빛이 좋아도 창문열고 빨래 말리지 마세요. 빨래 다 해놨는데 거미가 앉아있어요..
겨울에 보일러 조심하세요. 제가 살았던 방 말고도 다른 방에서도 보일러 동파가 잘 났다고 하네요. 집주인에게 말해도 귀뚜라미 보일러 아저씨 불러서 고치라고 할겁니다. 본인이 전면부담 하시지 말고, 영수증 잘 가지고 있다가 집주인에게 꼭 수리비 돌려 받으세요. 대성빌라에 집주인이 고쳐둔것보다 학생들이 살면서 고쳐야 했던게 훨씬 많습니다..^^",,"동물 허락되고 인근 빌라들에 비해 싼건 맞지만, 딱 그뿐입니다. 싼값하는 집입니다. 전에는 집에 문제가 많고, 도어락도 없고 집주인이 마스터키를 가지고 있어서 불안했지만, 최근에는 도어락도 달고, 입주했던 학생들이 이것저것 내부를 많이 고쳐놔서 크게 하자될 문제는 없을겁니다. 학생들이 만든집이라 생각해도 무방하구요, 집주인이 돈에 많이 민감해서 얼굴붉히는 일이 한번은 있을테니 참고하시고 좋은 선택 하시길 바랍니다.
아참, TV없고, 와이파이 없고, 인터넷 개별신청입니다.",71,NULL,"2020-01-10 16:46:34","2020-01-10 16:46:34",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,t,shjnd0sbgqyw6vbvq5f3,...,image/jpeg,등록완료,35.852819,128.578820,"대구광역시 남구 계명7길 33",203호,NULL,NULL,대구광역시,남구,대명동,투/쓰리룸,2019,2019,지상층,f,NULL,t,NULL,"집 보러 갔을 때 한 눈에 반해서 계약한 집입니다. 갑자기 휴학을 하게되어 이 집을 떠나게 되어 아쉬울 따름이에요...","이 방은 미니 투룸입니다! 방이 하나있고 주방, 화장실, 세탁실, 작은 거실이 연결된 공간이 따로 있는 독특한 구조였어요. 원래 이 방에 월세로 나왔었는데 임대인과의 협의를 통해 반전세로 거주했었습니다. 혹시 반전세를 원하신다면 임대인분과 협의해보셔도 좋을 듯 합니다!",72,NULL,"2020-01-11 11:42:35","2020-01-15 02:57:03",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,t,xtrmj28gfdvn9z10f311,...,image/jpeg,임시저장,35.251877,128.906577,"경상남도 김해시 삼안로 295",가야하임201호,NULL,NULL,경상남도,김해시,삼방동,원룸,2019,2019,지상층,f,NULL,t,"집 바로 앞이 도로라 버스나 차가 다니는 소리가 시끄러우실수도 있어요
저는 적응되니 괜찮더라고요, ",NULL,NULL,32,NULL,"2020-01-12 07:11:16","2020-01-15 02:58:47",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,t,,,,등록완료,37.452823,126.705739,"인천광역시 남동구 구월남로 146",310호," (구월동)",구월파티마오피스텔,인천광역시,남동구,구월동,오피스텔,2016,2018,지상층,f,,t,"점심에 주변 음식점에서 풍겨오는 음식냄새가 엄청나요. 배고파집니다.
주변이 평지라서 외출할 때도 불편한 게 없었어요.","처음 자취했던 집이라 나름 애착이 있었어요. 엄청 작은 원룸이었는데도 굉장히 아늑했습니다.","제가 살았던 방은 반려동물을 키울 수 없었어요. 같은 층에 다른 집은 반려동물을 키우기도 하더라고요! 반려동물을 키우시는 분들은 꼭꼭 확인해보세요!
자취생 여러분 모두 화이팅입니다 :)",77,NULL,"2020-01-16 14:28:21","2020-01-16 14:42:43",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,t,ow1ijn996igi03grbtdk,...,image/jpeg,등록반려,35.839891,128.752410,"경상북도 경산시 대학로59길 30-11",한우리다동," (조영동)",한우리,경상북도,경산시,조영동,원룸,2019,2019,지상층,f,,t,,"혼자서도 잘 살 수 있어요!ㅋㅋ","택배를 주문했는데 집에 받을 사람이 없다면 공인중개사에 맡겨도 된다고 합니다!",28,NULL,"2020-01-16 17:05:33","2020-01-17 14:50:56",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,t,7anuuo242ctculoukdsf,...,image/jpeg,등록완료,35.839891,128.752410,"경상북도 경산시 대학로59길 30-11",한우리다동107호," (조영동)",한우리,경상북도,경산시,조영동,원룸,2019,2019,지상층,f,,t,,"경산에서 공부하는 학생들! 직장인 분들! 조건이 맞으니 이 방이 정답입니다~","1. 화장실 문이 잠겼을 때는 밖에서 동전으로 문을 열 수 있어요.
2. 택배를 주문했는데 집에 받을 사람이 없으면 공인중개사에 맡겨도 된다고 합니다!
3. 대구대학교 학생들은 무료 통학 버스가 있기때문에 통학 교통비 걱정 없이 지하철역과 가까운 조영동도 괜찮은 것 같아요.
4. 대학생들 방학에도 근처에 식당 문을 많이 열어서 직장인 분들도 이 위치가 괜찮은 것 같아요.",81,NULL,"2020-01-17 16:18:38","2020-02-29 14:14:49",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,t,tbkp8mjuyqknk0sgxr6z,...,image/jpeg,등록완료,37.301700,126.851078,"경기도 안산시 상록구 석호공원로 69",614호," (사동)",인우빌,경기도,"안산시 상록구",사동,원룸,2019,2019,지상층,f,"반려동물 가능",t,,"첫 자취방이였는데 생각보다 좋은 집인 것 같아요.","이 집은 월세도 있고 전세도 있어서 원하는 조건에 따라 고를 수 있어요. 저는 전세인데 원래 올라온 전세보다 집주인과 협의해서 조금 더 싸게 입주하였습니다(소곤소곤) 그리고 이 집은 보통 원룸보다 깔끔하고 더 넓을 거에요!친구들 데리고 네명이서 잤는데 전혀 무리 없었습니다. 수납공간도 진짜진짜 많아요. 그리고 반려동물도 키울 수 있고요 ㅎㅎ 그래서 부족한 점 없이 대체로 만족하며 살았지만 아쉬운건 수압이였습니다. 수압 빼면 최고예요.",74,NULL,"2020-01-18 15:53:34","2020-01-18 16:48:41",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,t,NULL,NULL,NULL,등록완료,37.560151,127.047994,"서울특별시 성동구 사근동12길 11-2",반지하(철문)," (사근동)",,서울특별시,성동구,사근동,투/쓰리룸,2017,2019,지하/반지하,f,,f,,"가격은 저렴, 동네 환경은 좋지 못함, 공간은 양호","[가격]
왕십리 투룸 치고 보증금과 월세는 매우 저렴한 편.
반지하 투룸이 보증금 2,000 / 월세 40
인근 다른 원룸 평균 월세가 50 정도인걸 감안하면 가격은 매우 저렴한편

[환경]
근처에 중랑천이 있고 동네가 습하여 환경이 좋지 못함.
여름철에 바퀴벌레가 자주 출몰하고 모기도 종종 나옴.
주차 불가능하며 차량으로 들어오기엔 골목이 좁음.

[공간]
큰방1, 작은방1, 화장실1, 부엌1이며 2명이서 살기에 충분한 넓이.
건물 자체는 좀 오래된듯하여 곰팡이와 낙후된 시설이 다소 있음.
겨울에 보일러 동파위험이 있어 난방을 지속적으로 사용해줄 필요가 있음.

[계약]
보증금 반환 문제없음.
집주인분께서 하자 발생시 친절히 수리해주시는편.

[거리]
지하철 2호선/5호선/중앙선 왕십리역에서 도보로 12분. 버스(4211번)로 5분
다만 왕십리역에서 도보로 올 경우, 언덕을 넘어오기 때문에 여름에는 다소 힘듬.
지하철 2호선 성수지선 용답역에서 도보로 5분.
4211번 버스를 이용하면 왕십리역 > 옥수역 > 압구정 > 학동역 > 역삼역까지 한번에 갈수 있음. 출퇴근 시간에 강남까지 50분 정도 소요.

[총평]
대학생/직장인들이 2명이서 자취하기 적당. (인근 한양대/한양여대까지 도보로 10분 내외)
신혼집으로는 비추.",31,NULL,"2020-01-23 02:38:55","2020-01-23 02:38:55",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,t,NULL,NULL,NULL,등록완료,37.472048,126.892968,"서울특별시 금천구 가산로3길 45",608호," (독산동)",세교예지안8차,서울특별시,금천구,독산동,오피스텔,2019,2019,지상층,t,,t,,"가산디지털단지 인근 깨끗하고 분위기있는 복층 오피스텔","보증금 1억 6천/ 관리비 6만원으로 보증금은 다소 높지만 오피스텔치고 관리비가 매우 저렴.
지하철1,7호선 가산디지털단지역/ 2호선 구로디지털단지역에서 버스로 10분
주차 가능 (기계식 주차)

19년 6월 신축 오피스텔로 매우 깨끗함.
풀옵션(스타일러, 세탁기, 인덕션 등)
",31,NULL,"2020-01-23 04:28:09","2020-01-23 04:28:09",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,t,giacsqygn16fkenr0nus,...,image/jpeg,등록완료,37.420626,126.883959,"경기도 광명시 신기로17번길 6",케이스퀘어오피스텔618호," (일직동)",,경기도,광명시,일직동,오피스텔,2019,2019,지상층,f,,t,,"아침마다 밝은 햇살을 받으며 시작할 수 있는 좋은 방! 대로변 소음 빼고 모든게 완벽!","원룸인데 꽤 넓은 편이여서 3명까지도 같이 살 수 있는 크기입니다. 싱글 침대 2개 정도는 그냥 들어갈 크기에요.",85,NULL,"2020-01-23 22:31:17","2020-01-23 22:31:17",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,t,i7u5zawakt37iifqmqe3,...,image/png,등록완료,35.890964,128.603734,"대구광역시 북구 산격로1길 25",302호," (산격동)",,대구광역시,북구,산격동,원룸,2018,2019,지상층,f,,t,"건물 앞의 길이 경사가 심해 겨울에 미끄러지지 않도록 조심하셔야할 것 같습니다.","모든 게 평범하지만 싸고 넓은 집입니다.","저는 큰 방을 아는 분과 함께 2명이서 사용했습니다. 자주 드나들지 않는 분이라 나쁘지 않았고, 월세가 그렇게 비싸지 않아 지낼 만 했습니다. 경북대학교에서 거리가 조금 멀다고 느낄 수 있지만, 체육관 문 쪽으로 다니면 학교 안으로는 5-10분 내로 들어갈 수 있습니다. 특히 자연대 학생들에게는 편할 것입니다.",86,NULL,"2020-01-24 06:03:24","2020-01-24 06:03:24",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,t,mvkwyi4qdxfmzfssmlst,...,image/jpeg,등록완료,35.895569,128.607577,"대구광역시 북구 대학로13길 43",302호," (산격동)",,대구광역시,북구,산격동,원룸,2019,2019,지상층,f,,t,,"월세에 비해 정말 좋은 집","원하시는 게 있으면 얼마든지 주인 아주머니께 말씀드리면 됩니다. 저는 굉장히 월세를 싸게 들어온 편인데, 가격에 비해 굉장히 만족했습니다. 편의시설과 거리가 조금 떨어져있다는 점이 아쉽기는 하지만, 제가 그동안 지냈던 원룸들 중에 가격대비 가장 좋은 집입니다. 옥상에 빨랫줄이 있어 사용하셔도 됩니다.",86,NULL,"2020-01-24 07:02:32","2020-01-24 07:02:32",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,t,NULL,NULL,NULL,등록완료,35.247067,128.906565,"경상남도 김해시 인제로200번길 21-14",미르빌," (삼방동)",,경상남도,김해시,삼방동,원룸,2014,2015,지상층,f,,t,"계절별로 불편하거나 하는 사항은 없었고, 대학생들이 많이 살아 밤늦게 문열고 닫는 소리가 들리는 경우가 가끔 있습니다.","3년 살았는데, 이사할때 매우 아쉬웠던 집입니다. 집이 깔끔하고, 주인분들이 친절하시고 건물관리를 직접 깔끔하게 하십니다.","인제대학교에서 멀지 않아 학교 주변 원룸으로 좋고, 도보 5분거리 내에 편의점이 있고 도보 15분거리 이내 홈플러스, 탑마트가 있어 장보기도 좋았습니다. 그리고 주인분들이 직접 원룸관리를 하셔서 주차장이나 쓰레기장 등이 항상 깔끔하고 살기 좋았습니다.",88,NULL,"2020-01-24 12:15:59","2020-01-24 12:15:59",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,t,NULL,NULL,NULL,등록완료,35.116307,129.037121,"부산광역시 동구 초량상로 50-2","황금빌 404호"," (초량동, 황금빌)",황금빌,부산광역시,동구,초량동,원룸,2015,2016,지상층,f,NULL,f,"겨울에 집이 춥습니다. 벽쪽에 가면 한기가 느껴집니다.
여름에는 날파리가 많습니다.","여름에는 날파리가 많고 겨울에 추워요! 엘레베이터가 있어서 편해요!","집 지은지는 오래되지 않았고, 도보 10분거리 이내 시장 및 마트가 있어 장보기 편하고 바로 맞은편에 초등학교가 있어 운동하기도 좋고 교통도 좋았습니다. 그리고 초량의 케이블카나 이바구길 등 관광지 주변이라 그냥 산책겸 구경할 곳이 있어요. 그러나 저는 겨울에 춥다는 점 때문에 이사했습니다. ",88,NULL,"2020-01-24 12:27:54","2020-01-25 11:28:21",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,t,NULL,NULL,NULL,등록완료,35.177907,129.072304,"부산광역시 부산진구 동평로405번길 103",보성오페라블루304호," (양정동, 보성오페라블루)",보성오페라블루,부산광역시,부산진구,양정동,원룸,2016,2017,지상층,f,,f,"시간이나 계절에 따른 불편함은 없었습니다.","집 구조를 반드시 생각해보고 입주해야할 집!","집 구조가 다른 원룸이랑 좀 다릅니다. 
           베란다(세탁기, 냉장고)
----------------------------------------
티비       가스레인지 
침대       싱크대+넣고뺄수있는 식탁
화장실   화장대
              옷장 
              현관  
이렇게 되있는데 들어가자마자 오른쪽에 화장실이고 앞은 식탁입니다.
집안에 공간이 매우 빽빽하게 되어있으며 활용성이 좋다고도 할수 있지만, 저는 조금 답답했습니다.
넣고 뺄수 있는 식탁인데 식탁을 빼놓으면 거의 침대 바로 옆입니다.
침대와 싱크대 거리가 사람 2명 지나갈정도의 거리입니다. 생각보다 좁아요.
혼자 살기에 편리할수도 있는데, 직접 보시고 잘 생각하셔서 결정하시길 바랍니다.
티비가 침대 밑에 있어서 누워서 혹은 침대에 기대서 티비보기는 좋아요.
올레티비는 결제가 막혀있지는 않았고, vod나 영화 구입시 본인 돈으로 결제할 수 있게 되어있었어요.

시청 주변이라 위치는 좋아요. 
시청안에 우체국도 있고, 은행도 주변에 많아요.
주변에 음식점도 많고 거제시장도 멀지 않아요. 도보 5분 이내에 24시 두배로마트와 편의점이 있고, 도보 10분정도 거리에 홀마트라고 조금 큰 마트도 있어요. 지하철역도 도보 10분이면 갈 수 있고, 버스는 동해선 거제해맞이역 앞이나 상수도 사업본부 앞으로 찾아보면 거의 모든 노선이 있어서 교통에는 불편함이 없었습니다. 동해선도 있어 기장까지도 한번에 갈 수 있어요.  
방 구조를 봤을때 본인한테 편하겠다고 생각들면 집 위치는 매우 만족스러우실겁니다.
저는 방이 좁고 수납이 부족한거 같아 이사를 했지만, 좋은점도 많았습니다.   ",88,NULL,"2020-01-24 12:49:09","2020-01-24 12:49:09",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,t,NULL,NULL,NULL,등록완료,35.186477,129.086393,"부산광역시 연제구 쌍미천로155번길 15","다이안빌 305호"," (연산동, 다이안빌)",다이안빌,부산광역시,연제구,연산동,원룸,2014,2019,지상층,f,NULL,t,"시간이나 계절별 특이사항은 없었고, 여름에는 크게 안덥고 겨울에는 춥지 않아서 좋았어요. 집이 춥지 않아 겨울에 보일러 거의 안튼거 같습니다.","100점만점에 90점 이상 화장실에 창문만 있었으면 100점..","이 집은 제가 상황이 생겨 어쩔수 없이 나오기는 했지만 주변 시세에 비해 집이 저렴했고, 집 자체가 좋았습니다. 풀옵션이라 사는데 불편함 없었고 엘레베이터도 있어서 여태 살았던 집 중에 가장 만족스러웠습니다. 걸어서 5분거리에 마트랑 편의점이 있고, 도보 10분거리에 지하철역이 있는데 1,3호선 둘다 다녀서 교통이 아주 좋습니다. 그리고 연산교차로에서 버스타면 많은 노선이 있어서 좋습니다. 굳이 흠을 잡자면 주변에 술집이 많은 동네라 새벽에 나가면 가끔 술집 주변에 돌아다니면 술취한 아저씨들이 계실때가 있지만 사는데 불편할 정도는 아니고 집 바로 앞은 아니라 괜찮습니다. ",88,NULL,"2020-01-24 13:32:50","2020-01-25 11:29:23",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,t,NULL,NULL,NULL,등록완료,37.334478,127.110214,"경기도 용인시 수지구 용구대로2790번길 10","코지빌C동 303호"," (죽전동)",코지하우스,경기도,"용인시 수지구",죽전동,원룸,2019,2019,지상층,f,NULL,t,"많이 습해요 . 눅눅해요 언제든지","학교랑 멀어서 이사하지만 가까웠다면 계속 살았을거에요!","하얀 집이라 깔끔해보여서 좋아요.
보증금을 낮추고 싶다면 낮출 수 있는 집인 것 같아요.
집 앞 바로 씨유편의점이 있어서 좋았어요!
버스정류장도 걸어서 1분이라 좋고 인근 지하철 역인 오리역도 걸어서 8분, 죽전역도 10분, 동천역도 10분이면 걸어갈 수 있어요!",89,NULL,"2020-01-25 12:23:55","2020-01-27 22:44:15",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,t,c6keitx1s1blik6x7yvv,...,image/jpeg,등록반려,35.843554,128.696316,"대구광역시 수성구 달구벌대로619길 5-1",303호," (시지동)",,대구광역시,수성구,시지동,투/쓰리룸,2018,2019,지상층,f,고양이,t,,"아직은 나갈 생각이 없다.",,98,NULL,"2020-02-25 11:38:36","2020-02-25 11:38:36",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,t,NULL,NULL,NULL,등록신청,37.484972,127.034773,"서울특별시 강남구 강남대로 238",221," (도곡동)",스카이쏠라빌딩,서울특별시,강남구,도곡동,원룸,2014,2019,지상층,f,,t,,ㅇ,ㅇ,2,NULL,"2020-02-25 12:03:46","2020-02-25 12:03:46",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,t,a4ftex3ejmodwf8ijmq6,...,image/jpeg,등록완료,35.843554,128.696316,"대구광역시 수성구 달구벌대로619길 5-1",303호," (시지동)",,대구광역시,수성구,시지동,투/쓰리룸,2018,2019,지상층,f,고양이,t,"집이 그렇게 작은편은 아닌 것같은데 난방비나 냉방비 둘 다 그렇게 부담되서 청구 된 적이 없었음. 특히 난방비 보일러 자주 켜놓고 있는데 얼마 안들어서 좋았음","돈도 있고, 집 주인이 허락한다면 전세로 전환하고 싶을 정도로 계속 살고 싶은 집임","집 앞에 헬스장 목욕탕이 있어서 운동하기도 좋고 지하철역, 버스정류장도 가까워서 차가 없더라도 대중교통 이용하기도 좋음, 근데 헬스장말고 뭐 있는 것 같으면서도 이용할만한 시설이 없는 것 같음",98,NULL,"2020-02-25 12:14:25","2020-02-25 12:14:25",f,완료,0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,t,dzpf1556nfo4he7xgwgi,...,image/jpeg,sample,37.345675,127.114600,"경기도 성남시 분당구 미금일로 57",605동502호," (구미동, 하얀마을주공6단지아파트)",하얀마을주공6단지아파트,경기도,"성남시 분당구",구미동,아파트,2014,2020,NULL,f,NULL,t,"빙판길과 오르막길이 없어서 겨울에 걱정이 없었던거 같아요~ 예전에 빙판길에서 사고난 기억이 있어서 정말 아찔한데, 여기는 괜찮아요! 다만, 아파트 정문이 항상 복잡해요.  그래도 근처에 큰 도로가 없어서 아이들 사고날 확률은 적습니다!","좋은 기억들이 더 많이 남아있는 아파트에요^^","1. 초등학교와 유치원, 여러 상가가 바로 옆에 있어 살기에는 좋습니다. 또한 산책로도 있어서 좋습니다.
2. 주위에 아파트 공사가 5년간 예정되어 있어서 공사먼지 걱정은 좀 하셔야 될겁니다.
3. 별도로 벽결이 에어컨설치, 벽걸이 티비 설치할 때 벽지 손상이 좀 있어서 퇴거할 때 10만원 정도 냈는데, 참고하셔서 최대한 손상 덜 가게 기사님께 요청드리면 좋습니다.
4. 발코니에 누수로 인한 변색, 곰팡이, 오염같은게 자연적으로 발생했는데, 해당 부분은 자연적으로 발생하는거라 제가 부담하지 않아도 되었어요!
5. 상반기와 하반기에 몇 번씩 자원봉사가 있는데, 예비 입주자분들에게는 주위 이웃분들이랑 친해질 수 있는 계기도 되고, 보람도 있어서 적극 추천드립니다~!
6. 2019년도 LH 공공임대 주택관리 서비스 및 커뮤니티 수상을 한만큼 강점이 많은 아파트에요!",104,NULL,"2020-07-15 11:34:37","2020-12-01 18:14:13",f,완료,1524,20,전세,20,"---
- 수도세
- 난방비
- 기타
",0,39.99,NULL,NULL,임대주택,16,2018-02-13,2020-07-01,t,t,t,LH경기,1996-05-02,1489,50년임대,"---
- '37'
- '37'
- '38'
- '39'
- '39'
- '42'
","---
- 37.67
- 37.67
- 38.07
- 39.01
- 39.99
- 42.91
","---
- 15.14
- 17.51
- 17.52
- 17.95
- 15.45
- 12.32
",아파트,지역난방,혼합식,"일부동 설치",525,"---
- 13360000
- 13966000
- 14074000
- 14423000
- 13744000
- 14019000
","---
- 243710
- 250120
- 251200
- 254860
- 245590
- 251150
","---
- 29000000
- 30000000
- 30000000
- 30000000
- 29000000
- 30000000
",NULL
53,t,6qtsia8ko1mfpwkuiq33,...,image/jpeg,등록신청,35.872298,128.588127,"대구광역시 중구 서성로14길 10",해오룸105호," (서문로1가)",,대구광역시,중구,서문로1가,원룸,2020,2020,NULL,f,,t,,"인프라가 좋은 자취방 ~ 집에서 대구 중앙로역까지 걸어서 12분이면 도착 가능 !","제가 살았던 자취방에 공부하러 와서 합격하고 나가신 분들이 많다고 들었어요
그만큼 터가 좋다고 하더라고요 !
집주인께서 아들딸처럼 편하게 잘 대해주세요
무엇보다 대구 시내 근처에 자취방이 있어서 너무 좋았어요",51,NULL,"2020-09-09 04:57:41","2020-09-09 05:56:54",f,"심사 중",0,0,,0,"---
- 유선TV
- 난방비
",0,NULL,NULL,,,,NULL,NULL,f,f,f,NULL,NULL,NULL,NULL,"--- []
","--- []
","--- []
",NULL,NULL,NULL,NULL,NULL,"--- []
","--- []
","--- []
",NULL
54,t,NULL,NULL,NULL,미작성,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"2020-12-14 03:58:05","2020-12-14 03:58:05",f,"심사 중",0,0,,NULL,"--- []
",-1,NULL,NULL,,,,NULL,NULL,NULL,NULL,f,NULL,NULL,NULL,NULL,"--- []
","--- []
","--- []
",NULL,NULL,NULL,NULL,NULL,"--- []
","--- []
","--- []
",NULL
